official_name	occurrences	name_type	capitalized_case
mally Face Defender Foundation	5	brand	Mally Face Defender Foundation
mally Face Defender Foundation BB	8	brand	Mally Face Defender Foundation Bb
mally Lip Defender	6	brand	Mally Lip Defender
Mandarin Orange Antibacterial Foaming Hand Wash	4	brand	Mandarin Orange Antibacterial Foaming Hand Wash
MANGANESE	1	brand	Manganese
MANGANESE CHLORIDE	1	generic	Manganese Chloride
Mango Antibacterial Hand Sanitizer	2	brand	Mango Antibacterial Hand Sanitizer
MANNITOL	1	generic	Mannitol
ManzanillaSophia Sophia	1	brand	Manzanillasophia Sophia
MARAVIROC	5	generic	Maraviroc
Marbeta 25 Kit	1	brand	Marbeta 25 Kit
Marbeta L Kit	1	brand	Marbeta L Kit
Marcaine	8	brand	Marcaine
Marcaine Spinal	1	brand	Marcaine Spinal
MARCAINE, KENALOG, POVIDONE IODINE	1	generic	Marcaine, Kenalog, Povidone Iodine
MARCAINE, LIDOCAINE, KENALOG, POVIDONE IODINE	3	generic	Marcaine, Lidocaine, Kenalog, Povidone Iodine
MARCAINE, LIDOCAINE, POVIDONE IODINE	1	generic	Marcaine, Lidocaine, Povidone Iodine
Mardex 25 Kit	1	brand	Mardex 25 Kit
MARJORAM MELISSA ADULT SIZE	1	generic	Marjoram Melissa Adult Size
Mark 3	9	brand	Mark 3
Marlido 25 Kit	1	brand	Marlido 25 Kit
Marlido Kit	1	brand	Marlido Kit
MASK PACK	2	generic	Mask Pack
Master HG	1	brand	Master Hg
Mastic Dent	1	brand	Mastic Dent
Mastic Dent Oulo Action	1	brand	Mastic Dent Oulo Action
Mastic Dent Whitening	1	brand	Mastic Dent Whitening
MATRICARIA RECUTITA	1	generic	Matricaria Recutita
MATRICARIA RECUTITA, ARABICA COFFEE BEAN, TRIBASIC CALCIUM PHOSPHATE	3	generic	Matricaria Recutita, Arabica Coffee Bean, Tribasic Calcium Phosphate
MATRICARIA RECUTITA, MERCURIUS SOLUBILIS, ANEMONE PATENS AND SULPHUR	1	generic	Matricaria Recutita, Mercurius Solubilis, Anemone Patens And Sulphur
MATRICARIA RECUTITA, PLANTAGO MAJOR, VERBASCUM THAPSUS, ATROPA BELLADONNA, CHILI PEPPER, OYSTER SHELL CALCIUM CARBONATE, CRUDE, AND POTASSIUM DICHROMATE	1	generic	Matricaria Recutita, Plantago Major, Verbascum Thapsus, Atropa Belladonna, Chili Pepper, Oyster Shell Calcium Carbonate, Crude, And Potassium Dichromate
MATRICARIA RECUTITA, RHUBARB, PHYTOLACCA AMERICANA ROOT	3	generic	Matricaria Recutita, Rhubarb, Phytolacca Americana Root
Max Revive	3	brand	Max Revive
Maxair Autohaler	1	brand	Maxair Autohaler
Maxidex	1	brand	Maxidex
maximum strength	4	brand	Maximum Strength
Maximum Strength Original Diaper Rash	3	brand	Maximum Strength Original Diaper Rash
MAXIMUM STRENGTH PEPTO BISMOL	3	generic	Maximum Strength Pepto Bismol
Maximum Strength Sensitive Soothing Mint	1	brand	Maximum Strength Sensitive Soothing Mint
Maximum Strength Sensitive True Mint	1	brand	Maximum Strength Sensitive True Mint
MAXIPIME	1	brand	Maxipime
MAXITROL	1	brand	Maxitrol
Maxixum Security Gel Toothpaste	2	brand	Maxixum Security Gel Toothpaste
MAYINGLONG BEZORNIL HEMORRHOIDAL	1	brand	Mayinglong Bezornil Hemorrhoidal
Mayinglong Hemorrhoids	1	brand	Mayinglong Hemorrhoids
McKesson Fluoride	1	brand	Mckesson Fluoride
MD-76R	1	brand	Md-76R
MD-GASTROVIEW	1	brand	Md-Gastroview
MEADOWFOAM SEED OIL	2	generic	Meadowfoam Seed Oil
MEBROFENIN	1	generic	Mebrofenin
MECASERMIN	1	generic	Mecasermin
MECHLORETHAMINE HYDROCHLORIDE	1	generic	Mechlorethamine Hydrochloride
MECLIZINE	5	generic	Meclizine
MECLIZINE HCL	41	generic	Meclizine Hcl
MECLIZINE HYDROCHLORIDE	39	generic	Meclizine Hydrochloride
MECLIZINE HYDROCLORIDE	5	generic	Meclizine Hydrocloride
Med Aid Chest Rub	2	brand	Med Aid Chest Rub
Med-I-San	2	brand	Med-I-San
MEDI-FIRST	2	generic	Medi-First
Medi-First Eyewash	1	brand	Medi-First Eyewash
Medi-First First Aid Eye Wash	1	brand	Medi-First First Aid Eye Wash
Medi-First Plus First Aid Eye Wash	1	brand	Medi-First Plus First Aid Eye Wash
Medi-Pads	1	brand	Medi-Pads
MEDI-SULTING TOPICAL PAIN RELIEF	4	brand	Medi-Sulting Topical Pain Relief
MEDIAN New Forest	1	brand	Median New Forest
MEDIAN New Marine fluoride	1	brand	Median New Marine Fluoride
Medicaine Sting and Bite	2	brand	Medicaine Sting And Bite
MEDICAL AIR	5	brand	Medical Air
medical air compressed	1	brand	Medical Air Compressed
Medicated	4	brand	Medicated
Medicated Apricot Scrub	10	brand	Medicated Apricot Scrub
Medicated Body Powder	2	brand	Medicated Body Powder
MEDICATED CALLUS REMOVERS	2	generic	Medicated Callus Removers
Medicated Chest	2	brand	Medicated Chest
MEDICATED CORN REMOVERS	3	generic	Medicated Corn Removers
Medicated Dandruff	3	brand	Medicated Dandruff
MEDICATED FOOT POWDER	2	generic	Medicated Foot Powder
MEDICATED LIP BALM	2	generic	Medicated Lip Balm
Medicated Pad	1	brand	Medicated Pad
Medicated Pain Relief	3	brand	Medicated Pain Relief
Medicated Wipes	2	brand	Medicated Wipes
MediChoice Alcohol Swabstick	2	brand	Medichoice Alcohol Swabstick
MEDICHOICE ANTICAVITY FLUORIDE	1	brand	Medichoice Anticavity Fluoride
MediChoice Fluoride	1	brand	Medichoice Fluoride
MediChoice Premium Anticavity Fluoride	1	brand	Medichoice Premium Anticavity Fluoride
MediChoice PVP Swabsticks	2	brand	Medichoice Pvp Swabsticks
Medline Enema	2	brand	Medline Enema
Medline Peroxi Fresh Mouthwash	1	brand	Medline Peroxi Fresh Mouthwash
Medline Saline Laxative For Children	1	brand	Medline Saline Laxative For Children
MedPride	2	brand	Medpride
Medpride EN SHIELD ALOE SOFT VITAMIN ENRICHED	2	brand	Medpride En Shield Aloe Soft Vitamin Enriched
MEDROX	6	brand	Medrox
MEDROXYPROGESTERONE ACETATE	1	brand	Medroxyprogesterone Acetate
MEFENAMIC ACID	5	generic	Mefenamic Acid
MEFLOQUINE HYDROCHLORIDE	8	generic	Mefloquine Hydrochloride
MEFOXIN	1	brand	Mefoxin
MEGA-C-ACID PLUS	1	brand	Mega-C-Acid Plus
MegaFresh	2	brand	Megafresh
MegaFresh Fluoride Tooth	1	brand	Megafresh Fluoride Tooth
Megatope	1	brand	Megatope
MEGESTEROL ACETATE	3	generic	Megesterol Acetate
MEGESTROL ACETATE	27	generic	Megestrol Acetate
Meijer	2	brand	Meijer
Meijer Brilliant White	1	brand	Meijer Brilliant White
meijer Clotrimazole 3	1	brand	Meijer Clotrimazole 3
Meijer Enema	2	brand	Meijer Enema
Meijer Glisten White	1	brand	Meijer Glisten White
meijer kids	3	brand	Meijer Kids
MEIJER LUBRICANT EYE DROPS	1	brand	Meijer Lubricant Eye Drops
MEIJER LUBRICATING EYE DROPS	1	brand	Meijer Lubricating Eye Drops
Meijer Maximum Strength	2	brand	Meijer Maximum Strength
MEIJER MEDICATED PADS	1	brand	Meijer Medicated Pads
meijer Miconazole 3	1	brand	Meijer Miconazole 3
Meijer Oil Free SPF 15	2	brand	Meijer Oil Free Spf 15
Meijer Sport SPF 50	3	brand	Meijer Sport Spf 50
MELALEUCA ALTERNIFOLIA	2	generic	Melaleuca Alternifolia
MELATONIN	3	generic	Melatonin
MELOXICAM	77	generic	Meloxicam
MEMANTINE HYDROCHLORIDE	10	generic	Memantine Hydrochloride
MembraneBlue	1	brand	Membraneblue
Memo-Rx	1	brand	Memo-Rx
Menopause	6	brand	Menopause
Menopause Relief	1	brand	Menopause Relief
Menostar	1	brand	Menostar
MENOTROPINS	1	generic	Menotropins
Menstrual Relief	7	brand	Menstrual Relief
Mentadent Advanced Breath Freshening	1	brand	Mentadent Advanced Breath Freshening
Mentadent Advanced Whitening	1	brand	Mentadent Advanced Whitening
MENTHA PIPERITA	4	generic	Mentha Piperita
MENTHOL	339	generic	Menthol
MENTHOL - METHYL SALICYLATE	2	generic	Menthol - Methyl Salicylate
MENTHOL 1%	2	generic	Menthol 1%
MENTHOL AND BENZOCAINE	3	generic	Menthol And Benzocaine
MENTHOL AND CAMPHOR	4	generic	Menthol And Camphor
MENTHOL AND CAMPHOR (SYNTHETIC)	19	generic	Menthol And Camphor (Synthetic)
MENTHOL AND CAMPHOR AND EUCALYPTUS OIL	6	generic	Menthol And Camphor And Eucalyptus Oil
MENTHOL AND METHYL SALICYLATE	1	generic	Menthol And Methyl Salicylate
MENTHOL AND PECTIN	6	generic	Menthol And Pectin
MENTHOL AND ZINC OXIDE	7	generic	Menthol And Zinc Oxide
MENTHOL CAMPHOR	7	generic	Menthol Camphor
MENTHOL CAMPHOR EUCALYPTUS OIL	2	generic	Menthol Camphor Eucalyptus Oil
MENTHOL METHYL SALICYLATE	3	generic	Menthol Methyl Salicylate
MENTHOL TOPICAL ANALGESIC	2	generic	Menthol Topical Analgesic
MENTHOL, CALAMINE, ZINC OXIDE	3	generic	Menthol, Calamine, Zinc Oxide
MENTHOL, CAMPHOR	6	generic	Menthol, Camphor
MENTHOL, CAMPHOR, EUCALYPTUS OIL	2	generic	Menthol, Camphor, Eucalyptus Oil
MENTHOL, CAMPHOR, METHYL SALICYLATE	4	generic	Menthol, Camphor, Methyl Salicylate
MENTHOL, CAPSAICIN	8	generic	Menthol, Capsaicin
MENTHOL, HISTAMINE DIHYDROCHLORIDE	3	generic	Menthol, Histamine Dihydrochloride
MENTHOL, METHYL SALICYLATE	67	generic	Menthol, Methyl Salicylate
MENTHOL, PRAMOXINE HYDROCHLORIDE	2	generic	Menthol, Pramoxine Hydrochloride
MENTHOL, ZINC OXIDE	21	generic	Menthol, Zinc Oxide
MENTHOL,CAMPHOR, EUCALYPTUS OIL	2	generic	Menthol,Camphor, Eucalyptus Oil
MEPERIDINE HCL	4	generic	Meperidine Hcl
MEPERIDINE HYDROCHLORIDE	4	generic	Meperidine Hydrochloride
Mepivacaine	4	brand	Mepivacaine
MEPIVACAINE HYDROCHLORIDE	1	brand	Mepivacaine Hydrochloride
MEPIVACAINE HYDROCHLORIDE AND LEVONORDEFRIN	2	generic	Mepivacaine Hydrochloride And Levonordefrin
MEPROBAMATE	6	generic	Meprobamate
MERADIMATE, OCTINOXATE, OCTISALATE, OXYBENZONE	2	generic	Meradimate, Octinoxate, Octisalate, Oxybenzone
MERCAPTOPURINE	7	generic	Mercaptopurine
MERCURIUS SOLUBILIS	1	brand	Mercurius Solubilis
MERCURIUS VIVUS	3	generic	Mercurius Vivus
MERCURY	3	generic	Mercury
MEROPENEM	6	generic	Meropenem
MERREM IV	1	brand	Merrem Iv
MERTIATIDE	1	generic	Mertiatide
MESALAMINE	7	generic	Mesalamine
MESNA	1	brand	Mesna
MESNEX	1	brand	Mesnex
METAPROTERENOL SULFATE	4	generic	Metaproterenol Sulfate
Metastron	1	brand	Metastron
METAXALONE	34	generic	Metaxalone
METFORMIN HYDROCHLORIDE	172	generic	Metformin Hydrochloride
METHACHOLINE CHLORIDE	1	generic	Methacholine Chloride
METHADONE HYDROCHLORIDE	1	generic	Methadone Hydrochloride
METHAZOLAMIDE	5	generic	Methazolamide
Methedex	1	brand	Methedex
METHENAMINE HIPPURATE	7	generic	Methenamine Hippurate
METHENAMINE MANDELATE	3	generic	Methenamine Mandelate
METHENAMINE, SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE, PHENYL SALICYLATE, METHYLENE BLUE, AND HYOSCYAMINE SULFATE	5	generic	Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, And Hyoscyamine Sulfate
Methergine	1	brand	Methergine
METHIMAZOLE	21	generic	Methimazole
METHOCARBAMOL	1	generic	Methocarbamol
METHOHEXITAL SODIUM	2	generic	Methohexital Sodium
METHOTREXATE	3	brand	Methotrexate
METHOTREXATE SODIUM	9	generic	Methotrexate Sodium
METHOXSALEN	1	generic	Methoxsalen
METHSCOPOLAMINE BROMIDE	8	generic	Methscopolamine Bromide
METHYL NICOTINATE, CAPSAICIN	2	generic	Methyl Nicotinate, Capsaicin
METHYL SALICYLATE	40	generic	Methyl Salicylate
METHYL SALICYLATE AND MENTHOL	9	generic	Methyl Salicylate And Menthol
METHYL SALICYLATE MENTHOL CAPSAICIN	2	generic	Methyl Salicylate Menthol Capsaicin
METHYL SALICYLATE MENTHOL CAPSAICIN LIDOCAINE	6	generic	Methyl Salicylate Menthol Capsaicin Lidocaine
METHYL SALICYLATE, CAMPHOR, MENTHOL	3	generic	Methyl Salicylate, Camphor, Menthol
METHYL SALICYLATE, CAPSAICIN, AND MENTHOL	6	generic	Methyl Salicylate, Capsaicin, And Menthol
METHYL SALICYLATE, CAPSAICIN, MENTHOL AND LIDOCAINE HYDROCHLORIDE	4	generic	Methyl Salicylate, Capsaicin, Menthol And Lidocaine Hydrochloride
METHYL SALICYLATE, DL-CAMPHOR, L-MENTHOL	2	generic	Methyl Salicylate, Dl-Camphor, L-Menthol
METHYL SALICYLATE, MENTHOL	5	generic	Methyl Salicylate, Menthol
METHYL SALICYLATE, MENTHOL AND CAPSAICIN	10	generic	Methyl Salicylate, Menthol And Capsaicin
METHYL SALICYLATE, MENTHOL USP, CAMPHOR	3	generic	Methyl Salicylate, Menthol Usp, Camphor
METHYL SALICYLATE, MENTHOL, CAMPHOR	2	generic	Methyl Salicylate, Menthol, Camphor
METHYL SALICYLATE, MENTHOL, CAMPHOR (SYNTHETIC)	2	generic	Methyl Salicylate, Menthol, Camphor (Synthetic)
METHYL SALICYLATE, MENTHOL, CAPSAICIN	15	generic	Methyl Salicylate, Menthol, Capsaicin
METHYL SALICYLATE, MENTHOL, CAPSICUM	2	generic	Methyl Salicylate, Menthol, Capsicum
METHYLCELLULOSE	1	generic	Methylcellulose
METHYLDOPA	10	generic	Methyldopa
METHYLDOPATE HYDROCHLORIDE	1	generic	Methyldopate Hydrochloride
METHYLENE BLUE	4	generic	Methylene Blue
METHYLERGONOVINE MALEATE	1	brand	Methylergonovine Maleate
METHYLNALTREXONE BROMIDE	1	generic	Methylnaltrexone Bromide
METHYLPHENIDATE	1	generic	Methylphenidate
METHYLPHENIDATE HYDROCHLORIDE	37	generic	Methylphenidate Hydrochloride
METHYLPREDNISOLONE	32	generic	Methylprednisolone
METHYLPREDNISOLONE ACETATE	12	generic	Methylprednisolone Acetate
METHYLPREDNISOLONE ACETATE, BUPIVACAINE HYDROCHLORIDE, POVIDONE-IODINE	1	generic	Methylprednisolone Acetate, Bupivacaine Hydrochloride, Povidone-Iodine
METHYLPREDNISOLONE ACETATE, LIDOCAINE HYDROCHLORIDE, BUPIVACAINE HYDROCHLORIDE, POVIDINE IODINE, ISOPROPYL ALCOHOL	1	generic	Methylprednisolone Acetate, Lidocaine Hydrochloride, Bupivacaine Hydrochloride, Povidine Iodine, Isopropyl Alcohol
METHYLPREDNISOLONE ACETATE, LIDOCAINE HYDROCHLORIDE, BUPIVACAINE HYDROCHLORIDE, POVIDINE IODINE, SODIUM CHLORIDE, ISOPROPYL ALCOHOL	2	generic	Methylprednisolone Acetate, Lidocaine Hydrochloride, Bupivacaine Hydrochloride, Povidine Iodine, Sodium Chloride, Isopropyl Alcohol
METHYLPREDNISOLONE ACETATE, LIDOCAINE HYDROCHLORIDE, POVIDINE IODINE, ISOPROPYL ALCOHOL	1	generic	Methylprednisolone Acetate, Lidocaine Hydrochloride, Povidine Iodine, Isopropyl Alcohol
METHYLPREDNISOLONE SODIUM SUCCINATE	17	generic	Methylprednisolone Sodium Succinate
METIPRANOLOL	1	generic	Metipranolol
METOCLOPRAMIDE	1	generic	Metoclopramide
METOCLOPRAMIDE HYDROCHLORIDE	10	generic	Metoclopramide Hydrochloride
METOLAZONE	13	generic	Metolazone
Metoprolol	2	brand	Metoprolol
METOPROLOL SUCCINATE	17	brand	Metoprolol Succinate
METOPROLOL SUCCINATE AND HYDROCHLOROTHIAZIDE	3	generic	Metoprolol Succinate And Hydrochlorothiazide
metoprolol succinate extended-release	3	brand	Metoprolol Succinate Extended-Release
METOPROLOL TARTRATE	1	brand	Metoprolol Tartrate
METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE	6	generic	Metoprolol Tartrate And Hydrochlorothiazide
METOROPROLOL TARTRATE	1	generic	Metoroprolol Tartrate
METRELEPTIN	1	generic	Metreleptin
METROGEL	1	brand	Metrogel
MetroGel-Vaginal	2	brand	Metrogel-Vaginal
METRONIDAZOLE	2	brand	Metronidazole
MEXILETINE HYDROCHLORIDE	6	generic	Mexiletine Hydrochloride
Miacalcin	1	brand	Miacalcin
MICAFUNGIN SODIUM	1	generic	Micafungin Sodium
MICONAZOLE	1	generic	Miconazole
Miconazole 3	1	brand	Miconazole 3
Miconazole 3 Combination Pack	3	brand	Miconazole 3 Combination Pack
Miconazole 7	19	brand	Miconazole 7
MICONAZOLE NITRATE	56	generic	Miconazole Nitrate
MIDAZOLAM	2	brand	Midazolam
MIDAZOLAM HCL	13	generic	Midazolam Hcl
MIDAZOLAM HYDROCHLORIDE	1	brand	Midazolam Hydrochloride
MIDODRINE HYDROCHLORIDE	18	generic	Midodrine Hydrochloride
MIGERGOT	1	brand	Migergot
MIGRAIDE	1	brand	Migraide
migraine formula	5	brand	Migraine Formula
Migraine Relief	4	brand	Migraine Relief
Migranade	1	brand	Migranade
Migranal	1	brand	Migranal
Milk of Magnesia	14	brand	Milk Of Magnesia
Milk of Magnesia Mint	5	brand	Milk Of Magnesia Mint
Milk of Magnesia Original	10	brand	Milk Of Magnesia Original
MILLER MOTH	1	generic	Miller Moth
MILLET SEED	2	generic	Millet Seed
MILNACIPRAN HYDROCHLORIDE	7	generic	Milnacipran Hydrochloride
MILRINONE LACTATE	1	brand	Milrinone Lactate
Milrinone Lactate in Dextrose	1	brand	Milrinone Lactate In Dextrose
MINERAL OIL	1	generic	Mineral Oil
MINERAL OIL AND PETROLATUM	3	generic	Mineral Oil And Petrolatum
MINERAL OIL AND WHITE PETROLATUM	2	generic	Mineral Oil And White Petrolatum
Mineral Oil Lubricant Laxative	3	brand	Mineral Oil Lubricant Laxative
MINERAL OIL, PETROLATUM	2	generic	Mineral Oil, Petrolatum
MINERAL OIL, PETROLATUM, PHENYLEPHRINE HCL	38	generic	Mineral Oil, Petrolatum, Phenylephrine Hcl
MINERAL OIL, PETROLATUM, PHENYLEPHRINE HCL, SHARK LIVER OIL	22	generic	Mineral Oil, Petrolatum, Phenylephrine Hcl, Shark Liver Oil
MINERAL OIL, PETROLATUM, PHENYLEPHRINE HYDROCHLORIDE	2	generic	Mineral Oil, Petrolatum, Phenylephrine Hydrochloride
MINERAL OIL, PETROLATUM, PHENYLEPHRINE HYDROCHLORIDE, SHARK LIVER OIL	1	generic	Mineral Oil, Petrolatum, Phenylephrine Hydrochloride, Shark Liver Oil
MINERAL OIL, WHITE PETROLATUM	3	generic	Mineral Oil, White Petrolatum
MINERAL OIL,PETROLATUM,PHENYLEPHRINE	3	generic	Mineral Oil,Petrolatum,Phenylephrine
Mineral Wear Talc-Free Illuminating Powder Duo SPF 16	2	brand	Mineral Wear Talc-Free Illuminating Powder Duo Spf 16
MINICA-S	1	brand	Minica-S
MiniDrops	2	brand	Minidrops
Minitran	1	brand	Minitran
Minivelle	1	brand	Minivelle
Minocin	1	brand	Minocin
MINOCYCLINE HYDROCHLORIDE	1	generic	Minocycline Hydrochloride
MINOXIDIL	90	generic	Minoxidil
minoxidil for men	2	brand	Minoxidil For Men
Minoxidil regular strength	2	brand	Minoxidil Regular Strength
Minral Oil	3	brand	Minral Oil
Mint	1	brand	Mint
Mint and Aloe Antibacterial Foaming Hand Wash	2	brand	Mint And Aloe Antibacterial Foaming Hand Wash
MIOSTAT	1	brand	Miostat
Miracle Foot Repair	2	brand	Miracle Foot Repair
Mirena	1	brand	Mirena
MIRTAZAPINE	76	generic	Mirtazapine
MISA CHO BO YANG BB SPF30 PA PLUS PLUS NO.1 NATURAL BEIGE	1	brand	Misa Cho Bo Yang Bb Spf30 Pa Plus Plus No.1 Natural Beige
Mischievous Orange Antibacterial Foaming Hand Wash	2	brand	Mischievous Orange Antibacterial Foaming Hand Wash
MISOPROSTOL	21	generic	Misoprostol
MISSHA ALL AROUND SAFE BLOCK ESSENCE SUN SPF45 PA PLUS PLUS PLUS	1	brand	Missha All Around Safe Block Essence Sun Spf45 Pa Plus Plus Plus
MISSHA M PERFECT COVER BB SPF42	1	brand	Missha M Perfect Cover Bb Spf42
MISSHA M SHINY BB SPF27	1	brand	Missha M Shiny Bb Spf27
MISSHA M SIGNATURE RADIANCE FOUNDATION SPF20	1	brand	Missha M Signature Radiance Foundation Spf20
MISSHA M SIGNATURE RADIANCE TWO WAY PACT SPF27	1	brand	Missha M Signature Radiance Two Way Pact Spf27
MISSHA M SIGNATURE REAL COMPLETE BB SPF25 PA PLUS PLUS	1	brand	Missha M Signature Real Complete Bb Spf25 Pa Plus Plus
MISSHA M SWIRL BB SUN BALM SPF50 PLUS PA PLUS PLUS PLUS NO.21	1	brand	Missha M Swirl Bb Sun Balm Spf50 Plus Pa Plus Plus Plus No.21
MISSHA M VITA BB SPF20	1	brand	Missha M Vita Bb Spf20
MISSHA M WATERY B.B SPF 27	1	brand	Missha M Watery B.B Spf 27
MISSHA SIGNATURE WRINKLE FILLER BB SPF37 PA PLUS PLUS NO.23	1	brand	Missha Signature Wrinkle Filler Bb Spf37 Pa Plus Plus No.23
Mistletoe and Mint Antibacterial Foaming Hand Wash	3	brand	Mistletoe And Mint Antibacterial Foaming Hand Wash
MITOMYCIN	2	generic	Mitomycin
Mitosol	1	brand	Mitosol
MITOXANTRONE	1	generic	Mitoxantrone
MITOXANTRONE HYDROCHLORIDE	3	generic	Mitoxantrone Hydrochloride
MLK F1 Kit	1	brand	Mlk F1 Kit
MLK F3 Kit	1	brand	Mlk F3 Kit
MLK F4 Kit	1	brand	Mlk F4 Kit
MLK Kit F2	1	brand	Mlk Kit F2
MODAFINIL	22	generic	Modafinil
Modesa	6	brand	Modesa
MOEXIPRIL HYDROCHLORIDE	7	generic	Moexipril Hydrochloride
MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	5	generic	Moexipril Hydrochloride And Hydrochlorothiazide
Moist SURE	2	brand	Moist Sure
MOISTURE BARRIER OINTMENT	2	generic	Moisture Barrier Ointment
MoistureWorx	2	brand	Moistureworx
moisturizing anti-bacterial hand soap	6	brand	Moisturizing Anti-Bacterial Hand Soap
Moisturizing Antibacterial	5	brand	Moisturizing Antibacterial
Moisturizing Hand Sanitizer	2	brand	Moisturizing Hand Sanitizer
moisturizing lubricant	1	brand	Moisturizing Lubricant
Moisturizing Lubricant Eye Drops	1	brand	Moisturizing Lubricant Eye Drops
Molluscum Control	2	brand	Molluscum Control
MOMETASONE FUROATE	3	generic	Mometasone Furoate
MOMETASONE FUROATE AND FORMOTEROL FUMARATE DIHYDRATE	1	generic	Mometasone Furoate And Formoterol Fumarate Dihydrate
MOMETASONE FUROATE MONOHYDRATE	2	generic	Mometasone Furoate Monohydrate
Monistat 3 3-Day Pre-filled Applicators	1	brand	Monistat 3 3-Day Pre-Filled Applicators
Monistat 7 7-Day Disposable Applicators	1	brand	Monistat 7 7-Day Disposable Applicators
Monistat 7 with Reusable Applicator	1	brand	Monistat 7 With Reusable Applicator
MONTELUKAST	6	generic	Montelukast
MONTELUKAST SODIUM	51	generic	Montelukast Sodium
MORPHINE	3	generic	Morphine
MORPHINE BASE	1	generic	Morphine Base
MORPHINE HYDROCHLORIDE	1	generic	Morphine Hydrochloride
MORPHINE SULFATE	7	generic	Morphine Sulfate
Morphine Sulfate Extended Release	5	brand	Morphine Sulfate Extended Release
MORPHINUM	1	brand	Morphinum
Morphinum Muriaticum	1	brand	Morphinum Muriaticum
MORRHUATE SODIUM	1	generic	Morrhuate Sodium
Motion Medicine	2	brand	Motion Medicine
Motion Sickness	12	brand	Motion Sickness
Motion Sickness Relief	15	brand	Motion Sickness Relief
Motto	1	brand	Motto
MOXEZA	1	brand	Moxeza
MOXIFLOXACIN HYDROCHLORIDE	4	generic	Moxifloxacin Hydrochloride
Mozobil	2	brand	Mozobil
MSM (MoSaengMo)	5	brand	Msm (Mosaengmo)
Mucinex	4	brand	Mucinex
MUCINEX COLD, FLU AND SORE THROAT MAXIMUM STRENGTH	3	generic	Mucinex Cold, Flu And Sore Throat Maximum Strength
MUCINEX DM MAX MAXIMUM STRENGTH	3	generic	Mucinex Dm Max Maximum Strength
Mucinex Full Force	2	brand	Mucinex Full Force
Mucinex Moisture Smart	1	brand	Mucinex Moisture Smart
Mucinex Nasal Full Force	1	brand	Mucinex Nasal Full Force
Mucinex Nasal Moisture Smart	1	brand	Mucinex Nasal Moisture Smart
Mucinex Sinus-Max Full Force	1	brand	Mucinex Sinus-Max Full Force
Mucinex Sinus-Max Moisture Smart	1	brand	Mucinex Sinus-Max Moisture Smart
Mucor	1	brand	Mucor
MUCOR CIRCINELLOIDES F. LUSITANICUS	2	generic	Mucor Circinelloides F. Lusitanicus
MUCOR RACEMOSUS	3	generic	Mucor Racemosus
mucus er	3	brand	Mucus Er
Mucus Relief	15	brand	Mucus Relief
Mucus Relief DM	10	brand	Mucus Relief Dm
MULTI VITAMIN INFUSION	1	brand	Multi Vitamin Infusion
Multi Vitamin Infusion Adult	2	brand	Multi Vitamin Infusion Adult
Multi Vitamin Infusion Pediatric	1	brand	Multi Vitamin Infusion Pediatric
MULTI-ELECTROLYTE	2	generic	Multi-Electrolyte
Multi-Specialty Kit	1	brand	Multi-Specialty Kit
MULTI-VITAMIN WITH FLUORIDE	3	generic	Multi-Vitamin With Fluoride
MultiHance	2	brand	Multihance
Multitrace -4	1	brand	Multitrace -4
